Symbol,Company Name,Quant Rating,SA Analyst Ratings,Wall Street Ratings,Market Cap,Div Yield,Valuation,Growth,Profitability,Momentum,EPS Rev.
GT,The Goodyear Tire & Rubber Company,Rating: Buy3.99,Rating: Hold3.00,Rating: Hold3.44,3.02B,-,A+,A+,C-,C,B
JAGGF,Jaguar Mining Inc.,Rating: Buy3.99,Rating: Buy4.00,Rating: Buy4.00,210.36M,-,A+,A+,B+,A,B
STKL,SunOpta Inc.,Rating: Buy3.99,Rating: Hold3.00,Rating: Strong Buy4.85,913.17M,-,D+,A,B-,A,B
ATRA,"Atara Biotherapeutics, Inc.",Rating: Buy3.98,Rating: Not Covered,Rating: Buy3.71,70.15M,-,A+,B,B,B+,B-
OPK,"OPKO Health, Inc.",Rating: Buy3.98,Rating: Not Covered,Rating: Buy4.33,1.08B,-,C+,A,B,B+,B
SEMR,"Semrush Holdings, Inc.",Rating: Buy3.98,Rating: Buy4.00,Rating: Buy4.00,1.97B,-,D,A+,B,C,B
HRI,Herc Holdings Inc.,Rating: Buy3.97,Rating: Buy4.00,Rating: Buy3.77,6.53B,1.14,C+,C,B+,A+,C
KLG,WK Kellogg Co,Rating: Buy3.97,Rating: Buy4.00,Rating: Hold2.90,1.86B,2.97,B+,A+,B-,A-,B
CI,The Cigna Group,Rating: Buy3.97,Rating: Buy4.00,Rating: Buy4.48,93.60B,1.61,D,C-,A+,B-,C
AMRX,"Amneal Pharmaceuticals, Inc.",Rating: Buy3.97,Rating: Not Covered,Rating: Buy4.00,2.59B,-,C+,C-,B+,A-,B
YALA,Yalla Group Limited,Rating: Buy3.96,Rating: Not Covered,Rating: Buy4.00,668.84M,-,A+,C-,A-,C-,B+
DRVN,Driven Brands Holdings Inc.,Rating: Buy3.96,Rating: Hold3.00,Rating: Buy4.00,2.77B,-,C+,B-,D+,B+,B
THTX,Theratechnologies Inc.,Rating: Buy3.96,Rating: Not Covered,Rating: Buy4.25,55.08M,-,A+,B,B,C,A+
CSBR,"Champions Oncology, Inc.",Rating: Buy3.96,Rating: Not Covered,Rating: Strong Buy5.00,58.59M,-,B-,B,C,C+,A
CMPX,"Compass Therapeutics, Inc.",Rating: Buy3.95,Rating: Not Covered,Rating: Buy4.42,214.64M,-,C-,C,C+,B,A+
PD,"PagerDuty, Inc.",Rating: Buy3.95,Rating: Buy3.50,Rating: Buy3.84,1.96B,-,D,A+,B+,C,B
MNOV,"MediciNova, Inc.",Rating: Buy3.95,Rating: Not Covered,Rating: Strong Buy5.00,98.58M,-,B,C-,B-,A,C
RXST,"RxSight, Inc.",Rating: Buy3.95,Rating: Not Covered,Rating: Strong Buy4.66,1.87B,-,C,A-,B,C+,A+
GOLD,Barrick Gold Corporation,Rating: Buy3.94,Rating: Buy3.88,Rating: Buy4.09,30.72B,2.28,A-,B+,A,C,C+
CERS,Cerus Corporation,Rating: Buy3.94,Rating: Not Covered,Rating: Buy4.33,338.00M,-,C+,B,B,C,A-
VMI,"Valmont Industries, Inc.",Rating: Buy3.94,Rating: Buy4.00,Rating: Buy4.33,7.06B,0.68,D,C-,B,A,B
EXC,Exelon Corporation,Rating: Buy3.93,Rating: Buy4.00,Rating: Hold3.45,39.70B,3.85,B-,C,A-,C,B
PVH,PVH Corp.,Rating: Buy3.93,Rating: Buy4.00,Rating: Buy4.00,5.97B,0.14,B-,C,B+,C,B+
KVUE,Kenvue Inc.,Rating: Buy3.93,Rating: Hold3.00,Rating: Buy3.62,46.26B,3.36,D,A+,B+,B+,C
FLO,"Flowers Foods, Inc.",Rating: Buy3.93,Rating: Hold3.00,Rating: Hold3.12,4.79B,4.14,C,C,C,C+,A-
AQST,"Aquestive Therapeutics, Inc.",Rating: Buy3.92,Rating: Strong Buy5.00,Rating: Strong Buy4.50,470.48M,-,D+,A,C+,A,C+
HLIT,Harmonic Inc.,Rating: Buy3.92,Rating: Hold3.00,Rating: Buy4.16,1.46B,-,C,A-,C+,C-,B+
CRAI,"CRA International, Inc.",Rating: Buy3.92,Rating: Not Covered,Rating: Buy3.50,1.32B,0.90,C-,B-,C+,A,B
EPD,Enterprise Products Partners L.P. Common Units,Rating: Buy3.92,Rating: Buy4.33,Rating: Buy4.47,72.94B,6.18,C+,C,A,B+,C+
BFAM,Bright Horizons Family Solutions Inc.,Rating: Buy3.91,Rating: Hold3.00,Rating: Buy3.60,6.71B,-,D,C+,C+,C+,A-
AEE,Ameren Corporation,Rating: Buy3.91,Rating: Hold3.00,Rating: Buy3.70,25.35B,2.78,D,C+,D+,A,B
MTLS,Materialise NV,Rating: Buy3.91,Rating: Buy4.00,Rating: Strong Buy5.00,432.96M,-,C+,C,C-,B+,B-
IRDM,Iridium Communications Inc.,Rating: Buy3.90,Rating: Buy4.00,Rating: Buy4.14,3.37B,1.82,A-,A+,A-,C+,B
ED,"Consolidated Edison, Inc.",Rating: Buy3.90,Rating: Buy4.00,Rating: Hold3.00,35.19B,3.27,C-,B,B-,C,B+
PUMP,ProPetro Holding Corp.,Rating: Buy3.90,Rating: Buy4.00,Rating: Buy3.77,872.84M,-,B,A+,D+,C+,A
SIEGY,Siemens Aktiengesellschaft,Rating: Buy3.90,Rating: Buy3.50,Rating: Buy3.66,147.29B,2.68,A-,A,A+,C-,C+
CHEF,"The Chefs' Warehouse, Inc.",Rating: Buy3.89,Rating: Not Covered,Rating: Strong Buy4.75,1.76B,-,C-,A+,C-,A-,B
TWST,Twist Bioscience Corporation,Rating: Buy3.89,Rating: Buy3.50,Rating: Buy4.09,2.87B,-,C,C,B,B+,B+
SFIX,"Stitch Fix, Inc.",Rating: Buy3.89,Rating: Hold2.50,Rating: Hold2.71,580.36M,-,B-,C,D,A,C+
SILV,SilverCrest Metals Inc.,Rating: Buy3.89,Rating: Hold3.33,Rating: Hold3.25,1.52B,-,C,A-,A-,A,B
PEP,"PepsiCo, Inc.",Rating: Buy3.88,Rating: Hold3.37,Rating: Hold3.45,223.25B,3.22,D+,C-,A+,C,C+
PHIN,PHINIA Inc.,Rating: Buy3.88,Rating: Not Covered,Rating: Buy4.00,2.32B,1.81,C+,A+,C+,A,B-
SUM,"Summit Materials, Inc.",Rating: Buy3.88,Rating: Buy4.00,Rating: Buy3.61,8.97B,-,D+,B+,C+,A-,B+
SLVM,Sylvamo Corporation,Rating: Buy3.88,Rating: Buy4.00,Rating: Buy3.66,3.74B,1.64,D,A,B,A,B-
ARMP,"Armata Pharmaceuticals, Inc.",Rating: Buy3.87,Rating: Not Covered,Rating: Buy4.00,83.22M,-,D,B,B-,C+,A
DY,"Dycom Industries, Inc.",Rating: Buy3.87,Rating: Buy4.00,Rating: Strong Buy5.00,5.27B,-,C+,A-,C,B,B
ACVA,ACV Auctions Inc.,Rating: Buy3.87,Rating: Not Covered,Rating: Buy4.14,3.81B,-,C-,C,D,B+,B
UTHR,United Therapeutics Corporation,Rating: Buy3.86,Rating: Buy4.00,Rating: Buy3.76,16.88B,-,D+,B,A+,A,C-
AEP,"American Electric Power Company, Inc.",Rating: Buy3.86,Rating: Buy3.66,Rating: Hold3.18,53.20B,3.57,C,C+,A,B-,B-
IBDRY,"Iberdrola, S.A.",Rating: Buy3.86,Rating: Hold3.00,Rating: Strong Buy5.00,87.96B,4.20,B+,B+,A+,C+,B-
IBDSF,"Iberdrola, S.A.",Rating: Buy3.86,Rating: Hold3.00,Rating: Strong Buy5.00,87.96B,4.19,B+,A-,A+,C+,B-
ASM,Avino Silver & Gold Mines Ltd.,Rating: Buy3.85,Rating: Strong Buy5.00,Rating: Strong Buy4.50,154.80M,-,D,A-,C,A,B
AXSM,"Axsome Therapeutics, Inc.",Rating: Buy3.85,Rating: Hold3.00,Rating: Strong Buy4.70,4.83B,-,D+,C+,C,A-,B-
VVX,"V2X, Inc.",Rating: Buy3.85,Rating: Hold3.00,Rating: Strong Buy4.71,1.90B,-,C,C-,D+,B+,B
GTLS,"Chart Industries, Inc.",Rating: Buy3.85,Rating: Strong Buy5.00,Rating: Buy4.45,8.23B,-,C+,A+,B-,A,C-
TRUE,"TrueCar, Inc.",Rating: Buy3.84,Rating: Not Covered,Rating: Buy4.00,378.27M,-,C+,C,D+,A,C+
SPRO,"Spero Therapeutics, Inc.",Rating: Buy3.84,Rating: Not Covered,Rating: Buy4.25,61.61M,-,B-,C,B,C-,A+
PFGC,Performance Food Group Company,Rating: Buy3.84,Rating: Not Covered,Rating: Buy4.14,13.70B,-,A-,A-,C,A-,C
BIP,Brookfield Infrastructure Partners L.P. Limited Partnership Units,Rating: Buy3.83,Rating: Buy4.20,Rating: Buy4.41,16.53B,4.52,A-,A,A,B-,C
SIBN,"SI-BONE, Inc.",Rating: Buy3.83,Rating: Not Covered,Rating: Strong Buy4.55,556.52M,-,C,C+,B,C-,A+
WEC,"WEC Energy Group, Inc.",Rating: Buy3.83,Rating: Buy3.66,Rating: Hold3.22,32.21B,3.28,D+,B-,B,A-,C+
KBH,KB Home,Rating: Buy3.83,Rating: Hold3.33,Rating: Hold2.93,6.08B,1.15,C+,C+,B-,B,B
NOTV,"Inotiv, Inc.",Rating: Buy3.82,Rating: Not Covered,Rating: Buy4.33,92.05M,-,A,A+,B+,A,C+
LOVE,The Lovesac Company,Rating: Buy3.82,Rating: Hold2.50,Rating: Strong Buy4.66,576.60M,-,C,A-,C,A,C-
RYCEY,Rolls-Royce Holdings plc,Rating: Buy3.82,Rating: Hold3.40,Rating: Buy3.50,57.82B,-,D,A,A,A-,C+
CMS,CMS Energy Corporation,Rating: Buy3.82,Rating: Buy3.50,Rating: Buy3.80,21.06B,2.92,C-,B-,B-,B-,B
TS,Tenaris S.A.,Rating: Buy3.81,Rating: Buy3.50,Rating: Buy3.63,20.86B,3.52,C+,B,B+,B+,B+
USAC,"USA Compression Partners, LP Common Units",Rating: Buy3.81,Rating: Hold3.00,Rating: Hold3.00,2.80B,8.78,B-,C+,C-,B-,A
EIX,Edison International,Rating: Buy3.81,Rating: Hold3.00,Rating: Buy3.95,34.21B,3.53,C+,B-,B+,B+,C-
AZEK,The AZEK Company Inc.,Rating: Buy3.80,Rating: Buy4.00,Rating: Buy4.21,7.47B,-,D,A-,B,B,B
SU,Suncor Energy Inc.,Rating: Buy3.80,Rating: Buy4.25,Rating: Buy3.91,49.76B,4.06,B-,C-,A+,B-,B
KEX,Kirby Corporation,Rating: Buy3.80,Rating: Buy3.66,Rating: Strong Buy5.00,7.25B,-,B+,A,B,B+,B-
VVI,Viad Corp,Rating: Buy3.80,Rating: Hold3.00,Rating: Strong Buy4.50,946.03M,-,B-,A+,C,B+,B-
KYMR,"Kymera Therapeutics, Inc.",Rating: Buy3.79,Rating: Buy4.00,Rating: Buy4.38,3.03B,-,C-,B+,D,A-,B
LQDA,Liquidia Corporation,Rating: Buy3.79,Rating: Buy4.00,Rating: Strong Buy4.50,983.05M,-,C-,A,C+,B,B+
AER,AerCap Holdings N.V.,Rating: Buy3.79,Rating: Strong Buy4.50,Rating: Buy4.44,18.31B,0.76,B,B-,A+,B-,C+
BOWL,Bowlero Corp.,Rating: Buy3.79,Rating: Buy4.00,Rating: Strong Buy4.60,1.83B,1.76,C-,C,D,C+,B+
HRB,"H&R Block, Inc.",Rating: Buy3.78,Rating: Buy3.75,Rating: Buy3.50,8.13B,2.25,C,B+,A-,B-,B
GIFI,"Gulf Island Fabrication, Inc.",Rating: Buy3.78,Rating: Not Covered,Rating: Buy4.00,112.51M,-,B+,B+,C-,A-,A-
UL,Unilever PLC,Rating: Buy3.78,Rating: Buy3.75,Rating: Buy4.25,148.55B,3.12,C-,C+,A+,B-,B-
LTH,"Life Time Group Holdings, Inc.",Rating: Buy3.78,Rating: Buy4.00,Rating: Buy4.30,4.98B,-,C-,A-,D+,A,C
GCT,GigaCloud Technology Inc.,Rating: Buy3.77,Rating: Buy3.91,Rating: Strong Buy4.60,1.02B,-,A-,A+,C+,B-,B+
DNN,Denison Mines Corp.,Rating: Buy3.77,Rating: Hold3.00,Rating: Strong Buy4.50,2.04B,-,D,B,D,B+,B+
BV,"BrightView Holdings, Inc.",Rating: Buy3.77,Rating: Buy3.50,Rating: Buy4.00,1.61B,-,C+,B-,C+,A,C+
LNTH,"Lantheus Holdings, Inc.",Rating: Buy3.76,Rating: Buy4.00,Rating: Strong Buy4.66,6.28B,-,D+,C-,A+,B,B
SSNC,"SS&C Technologies Holdings, Inc.",Rating: Buy3.76,Rating: Hold3.00,Rating: Buy4.25,19.16B,1.25,C-,B,A,B,B-
COP,ConocoPhillips,Rating: Buy3.76,Rating: Hold3.28,Rating: Buy4.23,138.92B,2.72,C-,B-,A+,C,C
TCMD,"Tactile Systems Technology, Inc.",Rating: Buy3.76,Rating: Not Covered,Rating: Buy4.00,454.26M,-,D,B+,A-,A,C
MTCH,"Match Group, Inc.",Rating: Buy3.75,Rating: Hold3.16,Rating: Buy4.00,8.16B,-,B,B+,B+,C,C+
IMMP,Immutep Limited,Rating: Buy3.75,Rating: Strong Buy4.50,Rating: Strong Buy4.50,293.01M,-,C-,B,B,C-,A
REVG,"REV Group, Inc.",Rating: Buy3.75,Rating: Buy3.50,Rating: Buy3.75,1.60B,0.65,C+,B+,C+,B+,B
MRCY,"Mercury Systems, Inc.",Rating: Buy3.75,Rating: Hold3.00,Rating: Hold3.11,2.45B,-,D,B,C,B+,B
NRIX,"Nurix Therapeutics, Inc.",Rating: Buy3.74,Rating: Buy4.00,Rating: Buy4.46,1.50B,-,C-,A-,D,A,C-
KFY,Korn Ferry,Rating: Buy3.74,Rating: Hold3.00,Rating: Buy4.40,4.07B,1.79,C+,A-,B-,B,B
EVRG,"Evergy, Inc.",Rating: Buy3.74,Rating: Buy4.00,Rating: Buy3.85,14.95B,3.99,B-,C-,C,B+,B-
NEXA,Nexa Resources S.A.,Rating: Buy3.73,Rating: Not Covered,Rating: Sell2.42,1.03B,-,A-,B,C-,B,B+
BMRN,BioMarin Pharmaceutical Inc.,Rating: Buy3.73,Rating: Buy3.66,Rating: Buy4.33,12.47B,-,D,A+,A-,C-,B
CAAP,Corporación América Airports S.A.,Rating: Buy3.73,Rating: Buy4.00,Rating: Buy4.25,2.98B,-,A-,B,A,B,C+
GPI,"Group 1 Automotive, Inc.",Rating: Buy3.73,Rating: Strong Buy5.00,Rating: Buy4.25,5.56B,0.43,D+,A+,C-,A-,C-
CRTO,Criteo S.A.,Rating: Buy3.72,Rating: Not Covered,Rating: Buy4.35,2.34B,-,C,C+,C+,B,B+
UPBD,"Upbound Group, Inc.",Rating: Buy3.72,Rating: Buy4.00,Rating: Buy4.44,1.88B,4.30,A-,B-,A,B-,B
GXO,"GXO Logistics, Inc.",Rating: Buy3.72,Rating: Buy4.00,Rating: Buy4.43,7.21B,-,C,C-,C,B,B-
ACB,Aurora Cannabis Inc.,Rating: Buy3.72,Rating: Buy4.00,Rating: Hold3.40,248.32M,-,C+,B-,B-,C,A
VSEC,VSE Corporation,Rating: Buy3.71,Rating: Buy3.50,Rating: Strong Buy4.83,2.35B,0.35,C-,A,D+,A,C
URBN,"Urban Outfitters, Inc.",Rating: Buy3.71,Rating: Hold3.40,Rating: Hold3.07,4.38B,-,B,B-,C+,C+,B
ARMK,Aramark,Rating: Buy3.71,Rating: Buy3.50,Rating: Buy4.33,10.76B,0.93,D+,C+,C+,A-,C
DEC,Diversified Energy Company PLC,Rating: Buy3.71,Rating: Hold3.00,Rating: Strong Buy4.66,837.67M,19.75,A,A,B-,B+,B-
BDRBF,Bombardier Inc.,Rating: Buy3.70,Rating: Buy4.00,Rating: Buy3.82,6.54B,-,C+,A+,D+,A-,C
XPO,"XPO, Inc.",Rating: Buy3.70,Rating: Buy4.00,Rating: Buy4.23,17.49B,-,D+,B+,D+,A-,C
TSN,"Tyson Foods, Inc.",Rating: Buy3.70,Rating: Strong Buy5.00,Rating: Hold3.23,22.94B,3.04,B,A,B,B+,C+
LFMD,"LifeMD, Inc.",Rating: Buy3.69,Rating: Buy4.00,Rating: Strong Buy4.85,275.47M,-,D,A+,B,B-,B-
SMG,The Scotts Miracle-Gro Company,Rating: Buy3.69,Rating: Hold3.00,Rating: Buy3.80,4.35B,3.48,A,A-,A-,A-,C+
UHS,"Universal Health Services, Inc.",Rating: Buy3.69,Rating: Strong Buy5.00,Rating: Buy3.82,13.42B,0.39,B,B+,A,B+,C+
ARDX,"Ardelyx, Inc.",Rating: Buy3.69,Rating: Buy3.50,Rating: Strong Buy4.60,1.35B,-,C+,B,B,C,B+
PR,Permian Resources Corporation,Rating: Buy3.68,Rating: Strong Buy4.66,Rating: Strong Buy4.50,12.52B,3.91,B-,A,A-,B-,B-
HRMY,"Harmony Biosciences Holdings, Inc.",Rating: Buy3.68,Rating: Strong Buy5.00,Rating: Buy4.00,2.04B,-,A+,B+,A+,B,C+
APD,"Air Products and Chemicals, Inc.",Rating: Buy3.68,Rating: Buy3.83,Rating: Buy4.00,74.10B,2.12,D,B-,C,A-,C-
GFF,Griffon Corporation,Rating: Buy3.68,Rating: Buy4.00,Rating: Strong Buy4.80,3.99B,0.75,B-,A-,A-,A-,C+
MEOH,Methanex Corporation,Rating: Buy3.67,Rating: Hold3.00,Rating: Buy4.00,3.14B,1.59,C,C-,B-,C,A-
MDLZ,"Mondelez International, Inc.",Rating: Buy3.67,Rating: Hold3.20,Rating: Strong Buy4.57,87.00B,2.68,D,C,A,C-,C+
POST,"Post Holdings, Inc.",Rating: Buy3.67,Rating: Strong Buy4.50,Rating: Buy4.10,6.98B,-,B-,B,C+,B+,B
URI,"United Rentals, Inc.",Rating: Buy3.66,Rating: Buy3.50,Rating: Hold3.47,56.24B,0.76,D+,C,A+,A-,C-
REZI,"Resideo Technologies, Inc.",Rating: Buy3.66,Rating: Hold3.00,Rating: Buy3.75,3.99B,-,B,C-,C,A-,C+
IMO,Imperial Oil Limited,Rating: Buy3.66,Rating: Hold3.00,Rating: Hold3.15,37.92B,2.32,C-,C+,B+,B,B+
LEGH,Legacy Housing Corporation,Rating: Buy3.66,Rating: Buy4.00,Rating: Buy4.25,630.77M,-,B,B-,C,C+,B
KTOS,"Kratos Defense & Security Solutions, Inc.",Rating: Buy3.65,Rating: Buy4.00,Rating: Buy4.00,4.07B,-,D,B,C-,A-,C+
KRO,"Kronos Worldwide, Inc.",Rating: Buy3.65,Rating: Not Covered,Rating: Hold3.00,1.32B,5.41,B-,A,C,B-,B+
TSHA,"Taysha Gene Therapies, Inc.",Rating: Buy3.65,Rating: Buy4.00,Rating: Strong Buy4.63,614.83M,-,C-,B,C+,A-,B-
ADP,"Automatic Data Processing, Inc.",Rating: Buy3.65,Rating: Hold3.00,Rating: Hold3.26,125.06B,1.82,D,C,A+,B,C
TAL,TAL Education Group,Rating: Buy3.64,Rating: Hold3.00,Rating: Strong Buy4.65,6.26B,-,D,A+,B,C,B
CCOI,"Cogent Communications Holdings, Inc.",Rating: Buy3.64,Rating: Buy4.00,Rating: Buy3.58,3.92B,4.75,C+,B+,C+,B+,B-
NR,"Newpark Resources, Inc.",Rating: Buy3.64,Rating: Not Covered,Rating: Strong Buy4.50,717.06M,-,D+,C,C+,B,A
LYTS,LSI Industries Inc.,Rating: Buy3.64,Rating: Buy4.00,Rating: Strong Buy4.66,584.96M,0.99,C+,C-,C,A-,C+
TPH,"Tri Pointe Homes, Inc.",Rating: Buy3.63,Rating: Buy4.00,Rating: Buy3.87,4.08B,-,A-,B,B,B,B-
TKO,"TKO Group Holdings, Inc.",Rating: Buy3.63,Rating: Buy3.66,Rating: Buy4.47,23.60B,-,D+,B-,B+,A-,C-
HLMN,Hillman Solutions Corp.,Rating: Buy3.63,Rating: Not Covered,Rating: Strong Buy4.55,2.22B,-,C-,C,C,B,B-
DRI,"Darden Restaurants, Inc.",Rating: Buy3.62,Rating: Buy3.66,Rating: Buy3.96,20.56B,3.10,C-,C,A-,B-,C
DLTH,Duluth Holdings Inc.,Rating: Buy3.62,Rating: Buy3.50,Rating: Hold3.00,136.29M,-,B+,C+,D+,C,B+
LUNG,Pulmonx Corporation,Rating: Buy3.62,Rating: Not Covered,Rating: Strong Buy4.50,248.77M,-,C+,C+,C+,C-,A-
BTU,Peabody Energy Corporation,Rating: Buy3.62,Rating: Hold3.33,Rating: Buy4.20,2.95B,1.24,B+,A,C,B-,A-
CRNX,"Crinetics Pharmaceuticals, Inc.",Rating: Buy3.61,Rating: Not Covered,Rating: Strong Buy4.50,5.35B,-,C-,B+,B-,A-,C-
FCX,Freeport-McMoRan Inc.,Rating: Buy3.61,Rating: Buy3.57,Rating: Buy4.13,62.88B,1.03,C,A-,A+,C,C
WKC,World Kinect Corporation,Rating: Buy3.61,Rating: Not Covered,Rating: Hold2.60,1.69B,2.23,A-,B,D+,B+,B
CSX,CSX Corporation,Rating: Buy3.61,Rating: Buy3.60,Rating: Buy4.10,70.54B,1.28,D+,C-,A+,C,C-
SBGSF,Schneider Electric S.E.,Rating: Buy3.60,Rating: Hold3.00,Rating: Buy4.00,140.89B,1.51,C,C+,A+,C,C+
BZH,"Beazer Homes USA, Inc.",Rating: Buy3.60,Rating: Buy4.00,Rating: Strong Buy5.00,1.06B,-,A,B-,D,B+,C
ESE,ESCO Technologies Inc.,Rating: Buy3.60,Rating: Not Covered,Rating: Buy4.25,3.81B,0.22,D+,B,C+,A-,C+
ABBNY,ABB Ltd,Rating: Buy3.59,Rating: Hold3.00,Rating: Hold3.00,102.29B,1.73,D,B-,A+,C+,B-
ATEC,"Alphatec Holdings, Inc.",Rating: Buy3.59,Rating: Not Covered,Rating: Buy4.41,1.47B,-,D+,B-,C+,B+,C-
GOLF,Acushnet Holdings Corp.,Rating: Buy3.59,Rating: Hold3.00,Rating: Hold3.33,4.43B,1.15,D,B,B-,B,B-
FLS,Flowserve Corporation,Rating: Buy3.59,Rating: Buy4.00,Rating: Buy4.27,7.98B,1.37,C-,A-,B-,A-,C
BGNE,"BeiGene, Ltd.",Rating: Buy3.58,Rating: Strong Buy5.00,Rating: Strong Buy4.50,21.90B,-,C-,C,B-,B+,C+
TEVA,Teva Pharmaceutical Industries Limited,Rating: Buy3.58,Rating: Buy4.00,Rating: Buy4.33,18.80B,-,D,C+,A,B+,C
SGC,"Superior Group of Companies, Inc.",Rating: Buy3.58,Rating: Hold3.00,Rating: Strong Buy4.50,276.00M,3.32,B-,C,C+,B,B
IPI,"Intrepid Potash, Inc.",Rating: Buy3.58,Rating: Buy4.00,Rating: Strong Sell1.00,332.99M,-,A-,B-,D+,B+,B
TME,Tencent Music Entertainment Group,Rating: Buy3.57,Rating: Hold3.00,Rating: Buy4.44,18.21B,1.19,D,B+,A,C,B-
AGI,Alamos Gold Inc.,Rating: Buy3.57,Rating: Buy3.66,Rating: Strong Buy4.54,7.75B,0.54,C-,A-,A,B+,C+
ALKS,Alkermes plc,Rating: Buy3.57,Rating: Buy4.00,Rating: Buy4.00,4.74B,-,D+,A,A,B,C-
DFH,"Dream Finders Homes, Inc.",Rating: Buy3.57,Rating: Hold3.00,Rating: Hold3.00,3.12B,-,B+,B-,D,C+,B
OCS,Oculis Holding AG,Rating: Buy3.56,Rating: Hold3.00,Rating: Strong Buy4.71,677.83M,-,D+,C,C-,A-,C-
MUX,McEwen Mining Inc.,Rating: Buy3.56,Rating: Hold3.00,Rating: Buy4.25,435.05M,-,A,C-,C-,C-,A-
SCCO,Southern Copper Corporation,Rating: Buy3.56,Rating: Buy3.50,Rating: Hold2.55,78.81B,2.08,D+,C-,A+,C+,B
CVRX,"CVRx, Inc.",Rating: Buy3.55,Rating: Hold3.00,Rating: Buy4.28,371.48M,-,C,B,C-,A,C-
BCRX,"BioCryst Pharmaceuticals, Inc.",Rating: Buy3.55,Rating: Hold3.00,Rating: Buy4.27,1.55B,-,D+,C-,B,B+,C+
CTRA,Coterra Energy Inc.,Rating: Buy3.55,Rating: Strong Buy4.50,Rating: Buy4.32,19.65B,3.15,C,B-,A-,B-,C-
KRP,"Kimbell Royalty Partners, LP Common Units",Rating: Buy3.55,Rating: Strong Buy4.50,Rating: Strong Buy4.50,1.53B,10.94,B,C,A,C+,B+
NHYDY,Norsk Hydro ASA,Rating: Buy3.54,Rating: Buy4.00,Rating: Strong Buy5.00,12.28B,3.78,A+,C+,B+,B-,C-
KDP,Keurig Dr Pepper Inc.,Rating: Buy3.54,Rating: Buy3.75,Rating: Buy3.78,44.19B,2.69,D,B,B,C+,C
IONS,"Ionis Pharmaceuticals, Inc.",Rating: Buy3.54,Rating: Buy3.50,Rating: Buy4.16,5.67B,-,C,B-,C+,C-,B
CRSP,CRISPR Therapeutics AG,Rating: Buy3.54,Rating: Buy3.80,Rating: Buy3.72,4.34B,-,C,A,C-,C,B
SAM,"The Boston Beer Company, Inc.",Rating: Buy3.53,Rating: Hold3.00,Rating: Hold3.00,3.55B,-,C-,A-,C,B-,C+
COYA,"Coya Therapeutics, Inc.",Rating: Buy3.53,Rating: Strong Buy5.00,Rating: Strong Buy4.75,111.10M,-,C,A+,D,C+,B
RARE,Ultragenyx Pharmaceutical Inc.,Rating: Buy3.53,Rating: Buy3.50,Rating: Strong Buy4.57,4.44B,-,C,B+,D+,B-,B-
CTKB,"Cytek Biosciences, Inc.",Rating: Buy3.52,Rating: Not Covered,Rating: Buy4.00,837.27M,-,D,B+,A,B,B-
TMCI,"Treace Medical Concepts, Inc.",Rating: Buy3.52,Rating: Not Covered,Rating: Hold3.00,533.26M,-,C+,C,B-,A-,C+
NKTR,Nektar Therapeutics,Rating: Buy3.52,Rating: Buy4.00,Rating: Hold3.33,208.44M,-,B-,C-,D,B,B
CRDF,"Cardiff Oncology, Inc.",Rating: Buy3.52,Rating: Buy4.00,Rating: Strong Buy4.60,129.88M,-,C-,C-,C,B+,B-
IBRX,"ImmunityBio, Inc.",Rating: Buy3.51,Rating: Buy3.75,Rating: Buy4.33,3.55B,-,D,A+,D+,B,C
PRGO,Perrigo Company plc,Rating: Buy3.51,Rating: Strong Buy5.00,Rating: Buy4.16,3.93B,3.82,C+,C-,A-,B-,C+
QURE,uniQure N.V.,Rating: Buy3.51,Rating: Hold3.00,Rating: Buy4.30,293.43M,-,C,C-,C+,B,B-
AMPH,"Amphastar Pharmaceuticals, Inc.",Rating: Buy3.51,Rating: Hold3.33,Rating: Buy4.00,2.17B,-,C+,B+,A-,C+,B-
ELAN,Elanco Animal Health Incorporated,Rating: Buy3.50,Rating: Hold3.00,Rating: Buy3.86,6.49B,-,D,B+,A,C,C+
PHAT,"Phathom Pharmaceuticals, Inc.",Rating: Buy3.50,Rating: Hold3.00,Rating: Strong Buy4.50,613.34M,-,D,B+,C,C,B+
APYX,Apyx Medical Corporation,Rating: Buy3.50,Rating: Not Covered,Rating: Buy3.80,63.62M,-,B-,B-,C+,C+,B
ARAY,Accuray Incorporated,Rating: Buy3.50,Rating: Not Covered,Rating: Strong Buy4.75,212.19M,-,B-,B,B+,B-,B-
FMCC,Federal Home Loan Mortgage Corporation,Rating: Hold3.49,Rating: Buy4.00,Rating: Hold2.50,10.08B,-,A+,B,A+,A+,D
APP,AppLovin Corporation,Rating: Hold3.49,Rating: Hold3.25,Rating: Buy4.40,110.26B,-,D-,A-,A+,A+,A+
CNVS,Cineverse Corp.,Rating: Hold3.49,Rating: Strong Buy5.00,Rating: Strong Buy5.00,57.25M,-,C,A+,D-,A+,A+
SEZL,Sezzle Inc.,Rating: Hold3.49,Rating: Hold3.00,Rating: Strong Buy5.00,2.33B,-,D-,A-,B+,A+,A+
PLTR,Palantir Technologies Inc.,Rating: Hold3.49,Rating: Hold3.13,Rating: Hold2.73,150.46B,-,F,A,A,A+,B+
INOD,Innodata Inc.,Rating: Hold3.49,Rating: Hold3.00,Rating: Buy4.33,1.11B,-,D,A+,B-,A+,A-
