Symbol,Company Name,Quant Rating,SA Analyst Ratings,Wall Street Ratings,Market Cap,Div Yield,Valuation,Growth,Profitability,Momentum,EPS Rev.
SJM,The J. M. Smucker Company,Rating: Hold2.80,Rating: Hold3.00,Rating: Hold3.44,12.56B,3.63,C,D,B,B-,D
AGS,"PlayAGS, Inc.",Rating: Hold2.80,Rating: Not Covered,Rating: Hold3.00,475.57M,-,B,A,C+,B,D
VCISY,Vinci SA,Rating: Hold2.80,Rating: Buy4.00,Rating: Strong Buy5.00,58.20B,5.83,A,D-,A+,D,D-
EGY,"VAALCO Energy, Inc.",Rating: Hold2.80,Rating: Strong Buy5.00,Rating: Strong Buy4.66,530.13M,4.89,A-,D+,B,C,B
ARKO,Arko Corp.,Rating: Hold2.80,Rating: Hold3.00,Rating: Buy4.00,834.71M,1.66,B+,D+,C-,B,C
BEVFF,Diversified Royalty Corp.,Rating: Hold2.80,Rating: Hold3.00,Rating: Buy4.20,352.60M,8.51,A,B-,F,C+,C-
MTDR,Matador Resources Company,Rating: Hold2.80,Rating: Hold3.33,Rating: Strong Buy4.56,7.43B,1.43,C,B,B+,C+,C+
GNK,Genco Shipping & Trading Limited,Rating: Hold2.80,Rating: Buy4.33,Rating: Buy4.25,685.41M,9.79,A+,A,C-,D,C-
PTLO,Portillo's Inc.,Rating: Hold2.80,Rating: Buy3.50,Rating: Buy4.18,848.73M,-,C,D-,D+,C,B
IQ,"iQIYI, Inc.",Rating: Hold2.80,Rating: Buy3.50,Rating: Buy3.86,2.06B,-,A-,D,A,F,B
EW,Edwards Lifesciences Corporation,Rating: Hold2.80,Rating: Strong Buy4.50,Rating: Buy3.65,42.51B,-,F,C-,A+,B-,D
PLRX,"Pliant Therapeutics, Inc.",Rating: Hold2.80,Rating: Hold3.00,Rating: Strong Buy4.61,823.35M,-,B+,C,C,B-,C+
ATZAF,Aritzia Inc.,Rating: Hold2.80,Rating: Hold3.00,Rating: Strong Buy4.55,3.71B,-,D+,A-,B,B+,D
ADM,Archer-Daniels-Midland Company,Rating: Hold2.80,Rating: Hold3.40,Rating: Hold2.90,26.02B,3.68,A-,F,A,C-,D
RMBS,Rambus Inc.,Rating: Hold2.80,Rating: Buy4.00,Rating: Strong Buy4.66,6.09B,-,D,C,A,C+,C-
FMST,Foremost Clean Energy Ltd.,Rating: Hold2.80,Rating: Not Covered,Rating: Strong Buy5.00,10.87M,-,B,B+,D,F,A+
ZUMZ,Zumiez Inc.,Rating: Hold2.80,Rating: Not Covered,Rating: Hold3.00,439.10M,-,C,C-,D+,B-,B-
LVMUY,"LVMH Moët Hennessy - Louis Vuitton, Société Européenne",Rating: Hold2.80,Rating: Buy4.00,Rating: Hold3.00,311.44B,2.23,D-,D,A+,D,D+
IE,Ivanhoe Electric Inc.,Rating: Hold2.80,Rating: Buy4.00,Rating: Buy4.33,1.11B,-,C+,C,C-,C+,B
CALX,"Calix, Inc.",Rating: Hold2.80,Rating: Not Covered,Rating: Buy4.16,2.13B,-,D+,C-,C,D+,B-
PPG,"PPG Industries, Inc.",Rating: Hold2.80,Rating: Hold3.00,Rating: Buy3.92,28.60B,2.15,D+,C-,A-,C-,C-
MNTX,"Manitex International, Inc.",Rating: Hold2.80,Rating: Not Covered,Rating: Hold3.00,116.88M,-,A-,B-,D+,C+,C+
TBPH,"Theravance Biopharma, Inc.",Rating: Hold2.80,Rating: Not Covered,Rating: Buy3.60,463.22M,-,C,C,B+,B,D+
GLNCY,Glencore plc,Rating: Hold2.80,Rating: Hold3.00,Rating: Strong Buy5.00,57.94B,2.74,B+,D-,A+,D+,D-
PUBM,"PubMatic, Inc.",Rating: Hold2.80,Rating: Buy4.00,Rating: Buy3.90,756.15M,-,D,B,B-,D+,B
CENTA,Central Garden & Pet Company,Rating: Hold2.80,Rating: Buy4.00,Rating: Strong Buy5.00,2.37B,-,B-,C,C+,C,B
MNR,Mach Natural Resources LP,Rating: Hold2.80,Rating: Hold3.00,Rating: Strong Buy5.00,1.60B,20.70,A+,A+,F,D,C-
SDOT,Sadot Group Inc.,Rating: Hold2.80,Rating: Not Covered,Rating: Hold3.00,24.81M,-,A+,A+,D,B-,F
PAC,"Grupo Aeroportuario del Pacífico, S.A.B. de C.V.",Rating: Hold2.79,Rating: Buy4.00,Rating: Hold3.37,9.43B,3.80,B,D+,A-,C+,D-
XPEL,"XPEL, Inc.",Rating: Hold2.79,Rating: Buy4.00,Rating: Strong Buy5.00,1.20B,-,C,A-,B-,C,B-
CPTN,"Cepton, Inc.",Rating: Hold2.79,Rating: Not Covered,Rating: Hold3.00,50.24M,-,B-,C-,D-,C+,C+
BCAB,"BioAtla, Inc.",Rating: Hold2.79,Rating: Buy4.00,Rating: Buy4.25,79.29M,-,C+,D-,D+,C,B+
BTBT,"Bit Digital, Inc.",Rating: Hold2.79,Rating: Buy4.00,Rating: Strong Buy4.75,654.14M,-,D+,A-,F,B,F
CBT,Cabot Corporation,Rating: Hold2.79,Rating: Hold3.00,Rating: Buy3.60,5.96B,1.52,C-,C,B+,B+,C-
WINA,Winmark Corporation,Rating: Hold2.79,Rating: Sell2.00,Rating: Buy4.00,1.45B,0.85,D-,C+,A+,B,D
AL,Air Lease Corporation,Rating: Hold2.79,Rating: Hold3.00,Rating: Buy4.28,5.65B,1.66,B+,C-,F,B-,D+
MCRB,"Seres Therapeutics, Inc.",Rating: Hold2.79,Rating: Buy4.00,Rating: Buy3.85,156.23M,-,B-,D,D,C+,B
CRRFY,Carrefour SA,Rating: Hold2.79,Rating: Buy3.50,Rating: Hold3.00,10.22B,6.09,A+,F,A-,D+,D-
VERV,"Verve Therapeutics, Inc.",Rating: Hold2.79,Rating: Buy4.00,Rating: Buy4.30,489.36M,-,A,B,B-,C,B
AREC,American Resources Corporation,Rating: Hold2.79,Rating: Not Covered,Rating: Strong Buy4.50,96.78M,-,D-,B,D-,A,D-
DAR,Darling Ingredients Inc.,Rating: Hold2.79,Rating: Sell2.00,Rating: Buy4.23,6.44B,-,A,A-,B-,C+,D-
NESR,National Energy Services Reunited Corp.,Rating: Hold2.79,Rating: Not Covered,Rating: Strong Buy5.00,826.57M,-,B-,B+,C-,B-,A-
ATXS,"Astria Therapeutics, Inc.",Rating: Hold2.79,Rating: Buy4.00,Rating: Strong Buy4.85,592.56M,-,B,A-,C,B,C+
PODC,"PodcastOne, Inc.",Rating: Hold2.79,Rating: Not Covered,Rating: Strong Buy4.66,55.23M,-,D+,B,D,A-,D+
ALVO,Alvotech,Rating: Hold2.79,Rating: Buy4.00,Rating: Buy4.00,3.52B,-,D,A+,D,C+,B-
VRRM,Verra Mobility Corporation,Rating: Hold2.79,Rating: Buy4.00,Rating: Buy4.28,3.88B,-,C-,C+,B+,D+,B-
BCYC,Bicycle Therapeutics plc,Rating: Hold2.79,Rating: Hold3.00,Rating: Buy4.15,1.41B,-,C,B+,B,B-,C+
ELV,"Elevance Health, Inc.",Rating: Hold2.79,Rating: Buy3.80,Rating: Buy4.45,93.41B,1.58,D,D+,A,C-,D-
STE,STERIS plc,Rating: Hold2.79,Rating: Buy4.00,Rating: Buy3.88,21.47B,1.00,D-,A+,A,B-,D+
VYNE,VYNE Therapeutics Inc.,Rating: Hold2.79,Rating: Not Covered,Rating: Strong Buy4.75,43.52M,-,A-,A+,D,A-,F
PDS,Precision Drilling Corporation,Rating: Hold2.79,Rating: Buy4.00,Rating: Strong Buy4.60,878.65M,-,A-,C+,C+,C-,B-
NRDY,"Nerdy, Inc.",Rating: Hold2.79,Rating: Buy4.00,Rating: Hold3.00,248.92M,-,B+,C+,D-,C-,B
LYB,LyondellBasell Industries N.V.,Rating: Hold2.79,Rating: Buy3.66,Rating: Hold3.47,26.97B,6.24,A,D-,A,D,D
NXPI,NXP Semiconductors N.V.,Rating: Hold2.79,Rating: Buy4.00,Rating: Buy4.06,57.57B,1.79,D+,D-,A,D+,F
FNV,Franco-Nevada Corporation,Rating: Hold2.79,Rating: Buy4.00,Rating: Buy4.13,23.66B,1.15,F,D+,A+,C+,C-
LAKE,"Lakeland Industries, Inc.",Rating: Hold2.79,Rating: Hold3.00,Rating: Buy4.00,161.47M,0.55,D,A+,D,B,D
REI,"Ring Energy, Inc.",Rating: Hold2.79,Rating: Strong Buy4.66,Rating: Buy3.66,297.29M,-,A+,D+,C+,D+,D
SKYE,"Skye Bioscience, Inc.",Rating: Hold2.78,Rating: Strong Buy5.00,Rating: Strong Buy4.50,129.24M,-,B,A+,C-,C-,C
AHCO,AdaptHealth Corp.,Rating: Hold2.78,Rating: Not Covered,Rating: Buy4.22,1.31B,-,A+,B-,A-,B,F
NGLOY,Anglo American plc,Rating: Hold2.78,Rating: Strong Buy5.00,Rating: Hold2.66,36.66B,2.74,B,D-,A+,C+,D
TFII,TFI International Inc.,Rating: Hold2.78,Rating: Buy4.00,Rating: Buy4.10,12.48B,1.09,C-,C,B,C,F
REYN,Reynolds Consumer Products Inc.,Rating: Hold2.78,Rating: Hold3.00,Rating: Buy3.66,5.81B,3.33,B-,C-,B-,C,C
AADI,"Aadi Bioscience, Inc.",Rating: Hold2.78,Rating: Not Covered,Rating: Hold3.00,56.20M,-,A-,C-,D-,B+,B-
NGVT,Ingevity Corporation,Rating: Hold2.78,Rating: Not Covered,Rating: Buy3.75,1.73B,-,C-,D-,D+,B,C+
SKIL,Skillsoft Corp.,Rating: Hold2.78,Rating: Not Covered,Rating: Buy4.33,124.03M,-,C+,B-,D,A-,D-
AMLI,American Lithium Corp.,Rating: Hold2.78,Rating: Not Covered,Rating: Strong Buy4.60,147.52M,-,B,D+,D+,B,B
REPYY,"Repsol, S.A.",Rating: Hold2.78,Rating: Not Covered,Rating: Sell2.00,14.56B,7.89,A,D-,B+,D+,F
NVT,nVent Electric plc,Rating: Hold2.78,Rating: Buy4.00,Rating: Buy4.14,12.61B,0.99,D-,D+,B+,B-,D-
SGMT,Sagimet Biosciences Inc.,Rating: Hold2.78,Rating: Strong Buy5.00,Rating: Buy4.28,178.36M,-,A,A-,D,A-,C
FIP,FTAI Infrastructure Inc.,Rating: Hold2.78,Rating: Not Covered,Rating: Strong Buy4.66,965.70M,1.41,D-,A-,D-,A-,D-
RBOT,Vicarious Surgical Inc.,Rating: Hold2.78,Rating: Not Covered,Rating: Buy3.50,81.42M,-,B,D,C,A,D-
BZZUY,Buzzi S.p.A.,Rating: Hold2.78,Rating: Not Covered,Rating: Strong Buy5.00,7.58B,1.55,C+,C,A-,B,D
ALLO,"Allogene Therapeutics, Inc.",Rating: Hold2.78,Rating: Not Covered,Rating: Buy4.22,524.18M,-,C,C-,B,C,B-
TIIAY,Telecom Italia S.p.A.,Rating: Hold2.78,Rating: Not Covered,Rating: Buy4.00,5.50B,-,A+,C,B,D+,D+
HCSG,"Healthcare Services Group, Inc.",Rating: Hold2.78,Rating: Not Covered,Rating: Buy3.60,907.34M,-,B,B,D+,C+,C-
MGIC,Magic Software Enterprises Ltd.,Rating: Hold2.78,Rating: Buy4.00,Rating: Strong Buy4.50,586.74M,4.44,A-,D-,C+,C+,C-
SLSR,Solaris Resources Inc.,Rating: Hold2.78,Rating: Not Covered,Rating: Buy4.25,523.58M,-,B-,A+,F,B,D+
BMBL,Bumble Inc.,Rating: Hold2.78,Rating: Hold3.25,Rating: Hold3.31,1.32B,-,A+,A,D+,C-,F
LAW,"CS Disco, Inc.",Rating: Hold2.78,Rating: Hold3.00,Rating: Hold3.16,352.26M,-,A-,A,D+,C-,C-
KALV,"KalVista Pharmaceuticals, Inc.",Rating: Hold2.78,Rating: Hold3.00,Rating: Strong Buy4.71,496.58M,-,B+,B,C-,C,B
AIM,AIM ImmunoTech Inc.,Rating: Hold2.78,Rating: Not Covered,Rating: Strong Buy4.50,14.53M,-,C-,A-,D+,D,A
MOH,"Molina Healthcare, Inc.",Rating: Hold2.78,Rating: Strong Buy4.50,Rating: Buy3.73,16.97B,-,B-,B,A-,C,C-
GMS,GMS Inc.,Rating: Hold2.78,Rating: Hold3.00,Rating: Buy3.62,3.94B,-,B,D-,C+,C+,D+
GOGL,Golden Ocean Group Limited,Rating: Hold2.78,Rating: Buy4.33,Rating: Buy3.80,2.02B,9.91,A+,A+,A+,D,D
HQI,"HireQuest, Inc.",Rating: Hold2.78,Rating: Buy4.00,Rating: Strong Buy4.50,216.86M,1.55,C,D,A-,B,D
ADXN,Addex Therapeutics Ltd,Rating: Hold2.78,Rating: Not Covered,Rating: Buy4.00,7.00M,-,C+,C,B,B+,Rating: Not Covered
BEAT,"HeartBeam, Inc.",Rating: Hold2.77,Rating: Not Covered,Rating: Buy4.00,76.00M,-,B+,D-,D-,A,D-
MLNK,"MeridianLink, Inc.",Rating: Hold2.77,Rating: Not Covered,Rating: Buy3.50,1.73B,-,C-,D+,B,B-,D
RRX,Regal Rexnord Corporation,Rating: Hold2.77,Rating: Not Covered,Rating: Strong Buy4.54,11.24B,0.83,D-,D-,B,C+,C-
OMAB,"Grupo Aeroportuario del Centro Norte, S.A.B. de C.V.",Rating: Hold2.77,Rating: Buy4.00,Rating: Hold3.37,3.12B,7.31,A,F,A,D+,C+
XYLO,Xylo Technologies Ltd,Rating: Hold2.77,Rating: Not Covered,Rating: Strong Buy5.00,2.67M,-,A+,B+,B+,D+,C-
TARA,"Protara Therapeutics, Inc.",Rating: Hold2.77,Rating: Not Covered,Rating: Strong Buy4.75,62.71M,-,B+,B-,C-,A-,D+
AVT,"Avnet, Inc.",Rating: Hold2.77,Rating: Sell2.00,Rating: Hold2.83,4.71B,2.32,A,F,C+,C+,D
HYPR,"Hyperfine, Inc.",Rating: Hold2.77,Rating: Not Covered,Rating: Buy3.66,71.58M,-,C+,C-,D-,B,B-
MSGS,Madison Square Garden Sports Corp.,Rating: Hold2.77,Rating: Sell2.00,Rating: Buy4.16,5.50B,-,F,F,C+,B+,D
CABO,"Cable One, Inc.",Rating: Hold2.77,Rating: Not Covered,Rating: Hold3.00,2.36B,2.81,B,F,A-,B,C
LUMO,"Lumos Pharma, Inc.",Rating: Hold2.77,Rating: Not Covered,Rating: Buy3.66,37.19M,-,C,D,D,A,F
ALPMY,Astellas Pharma Inc.,Rating: Hold2.77,Rating: Buy4.00,Rating: Hold3.00,18.57B,-,A+,A+,A-,C+,D-
NWE,"NorthWestern Energy Group, Inc.",Rating: Hold2.77,Rating: Hold3.00,Rating: Buy3.55,3.36B,4.73,B,D,D+,C,D-
MXCT,"MaxCyte, Inc.",Rating: Hold2.77,Rating: Buy4.00,Rating: Strong Buy5.00,371.79M,-,C+,C,B-,C-,B
LUCD,Lucid Diagnostics Inc.,Rating: Hold2.77,Rating: Not Covered,Rating: Strong Buy4.66,55.45M,-,D,A-,D+,B,C+
ASTL,Algoma Steel Group Inc.,Rating: Hold2.77,Rating: Not Covered,Rating: Buy4.00,1.11B,1.87,C-,D,D+,A-,D
CTLT,"Catalent, Inc.",Rating: Hold2.77,Rating: Not Covered,Rating: Hold3.00,11.07B,-,F,A-,A-,B+,D
KN,Knowles Corporation,Rating: Hold2.77,Rating: Buy3.50,Rating: Buy4.25,1.69B,-,C+,D+,C+,C+,D-
CPHRF,Cipher Pharmaceuticals Inc.,Rating: Hold2.77,Rating: Not Covered,Rating: Buy4.00,269.14M,-,D,D-,D-,A,D-
TGB,Taseko Mines Limited,Rating: Hold2.77,Rating: Buy4.00,Rating: Buy4.42,600.80M,-,A-,A+,D,C,C
ZBH,"Zimmer Biomet Holdings, Inc.",Rating: Hold2.77,Rating: Hold3.33,Rating: Hold3.43,22.30B,0.86,D-,D-,A,B-,D
NOMD,Nomad Foods Limited,Rating: Hold2.77,Rating: Buy4.00,Rating: Strong Buy4.75,2.91B,3.32,B-,A,C,C+,C-
THO,"THOR Industries, Inc.",Rating: Hold2.77,Rating: Hold3.00,Rating: Hold3.31,5.90B,1.75,C-,D,C+,B-,D
ADIL,"Adial Pharmaceuticals, Inc.",Rating: Hold2.77,Rating: Not Covered,Rating: Buy4.33,6.35M,-,B+,A+,D-,C+,B-
NERV,"Minerva Neurosciences, Inc.",Rating: Hold2.77,Rating: Not Covered,Rating: Hold3.00,15.04M,-,Rating: Not Covered,F,B-,D+,A+
M,"Macy's, Inc.",Rating: Hold2.77,Rating: Buy3.50,Rating: Hold3.21,4.43B,4.30,A,F,C+,C-,C-
BVN,Compañía de Minas Buenaventura S.A.A.,Rating: Hold2.77,Rating: Not Covered,Rating: Hold3.33,3.08B,-,C+,A+,D+,D,B
OTLY,Oatly Group AB,Rating: Hold2.77,Rating: Not Covered,Rating: Buy4.00,428.56M,-,B,B+,F,D-,B+
TLSI,"TriSalus Life Sciences, Inc.",Rating: Hold2.77,Rating: Not Covered,Rating: Strong Buy4.66,129.60M,-,D+,D+,F,D+,A+
RS,"Reliance, Inc.",Rating: Hold2.76,Rating: Hold3.00,Rating: Buy3.57,17.46B,1.36,D+,D,B+,B-,D-
VRN,Veren Inc.,Rating: Hold2.76,Rating: Strong Buy4.66,Rating: Strong Buy4.50,3.23B,6.25,A-,D+,B+,D-,A-
LEGN,Legend Biotech Corporation,Rating: Hold2.76,Rating: Buy4.00,Rating: Buy4.36,7.91B,-,C-,C+,B-,C-,C+
TCRX,"TScan Therapeutics, Inc.",Rating: Hold2.76,Rating: Not Covered,Rating: Strong Buy4.50,269.53M,-,C+,B,B-,D+,B+
NUVB,Nuvation Bio Inc.,Rating: Hold2.76,Rating: Hold3.00,Rating: Strong Buy4.60,972.68M,-,C-,C-,D+,A-,C-
DIN,"Dine Brands Global, Inc.",Rating: Hold2.76,Rating: Hold3.00,Rating: Buy3.77,534.69M,5.82,A+,D,B,C-,C
GGG,Graco Inc.,Rating: Hold2.76,Rating: Hold3.00,Rating: Hold3.45,15.29B,1.13,F,D,A-,C+,D
FA,First Advantage Corporation,Rating: Hold2.76,Rating: Hold3.00,Rating: Buy3.87,3.33B,-,C-,C-,A-,B-,D-
CGNX,Cognex Corporation,Rating: Hold2.76,Rating: Hold3.00,Rating: Buy3.85,6.88B,0.76,D-,C-,C+,C-,C-
MIDD,The Middleby Corporation,Rating: Hold2.76,Rating: Hold3.00,Rating: Buy4.11,7.63B,-,B-,D+,B+,C,D
EYE,"National Vision Holdings, Inc.",Rating: Hold2.76,Rating: Hold3.00,Rating: Buy3.63,974.92M,-,C,D+,C-,C-,B
SANW,S&W Seed Company,Rating: Hold2.76,Rating: Not Covered,Rating: Strong Buy5.00,17.22M,-,B,B+,D+,A,D
WPP,WPP plc,Rating: Hold2.76,Rating: Buy4.00,Rating: Hold2.50,11.59B,4.69,C-,F,B-,B,D
CERT,"Certara, Inc.",Rating: Hold2.76,Rating: Hold3.00,Rating: Buy3.72,1.81B,-,D-,D+,A,D+,B
BIRK,Birkenstock Holding plc,Rating: Hold2.76,Rating: Hold3.25,Rating: Buy4.40,9.49B,-,D,A-,B,C,C-
HTZ,"Hertz Global Holdings, Inc.",Rating: Hold2.76,Rating: Hold3.00,Rating: Sell2.40,1.42B,-,A+,F,D+,D+,B-
CCS,"Century Communities, Inc.",Rating: Hold2.76,Rating: Buy3.50,Rating: Hold3.20,2.85B,1.15,B+,D+,D,C+,C
ANIX,"Anixa Biosciences, Inc.",Rating: Hold2.76,Rating: Not Covered,Rating: Strong Buy4.50,106.51M,-,B,D-,D+,B+,C
ALGS,"Aligos Therapeutics, Inc.",Rating: Hold2.76,Rating: Not Covered,Rating: Buy4.33,85.33M,-,C+,B-,C-,A,F
RUSMF,Russel Metals Inc.,Rating: Hold2.76,Rating: Hold3.00,Rating: Buy4.00,1.85B,3.86,A-,D-,C-,C,F
AMX,"América Móvil, S.A.B. de C.V.",Rating: Hold2.76,Rating: Hold3.00,Rating: Buy4.30,45.09B,3.44,B,D+,A+,D,C-
ARBE,Arbe Robotics Ltd.,Rating: Hold2.76,Rating: Not Covered,Rating: Buy4.00,144.02M,-,B,D+,D-,C,C
PHVS,Pharvaris N.V.,Rating: Hold2.76,Rating: Not Covered,Rating: Buy4.28,1.21B,-,B-,A-,C-,A-,D-
SNGX,"Soligenix, Inc.",Rating: Hold2.76,Rating: Not Covered,Rating: Strong Buy5.00,8.34M,-,B-,B-,C+,D,A+
BASFY,BASF SE,Rating: Hold2.76,Rating: Hold3.33,Rating: Buy4.00,39.73B,8.23,A-,F,A+,D+,D-
AUUD,Auddia Inc.,Rating: Hold2.76,Rating: Not Covered,Rating: Hold3.00,3.13M,-,A-,A+,F,F,B+
DANOY,Danone S.A.,Rating: Hold2.76,Rating: Hold3.00,Rating: Hold2.66,43.89B,3.31,D+,D-,A-,B-,D-
ETSY,"Etsy, Inc.",Rating: Hold2.76,Rating: Buy3.83,Rating: Hold3.25,6.11B,-,D,C-,A,C-,C-
ILLMF,illumin Holdings Inc.,Rating: Hold2.76,Rating: Not Covered,Rating: Buy4.40,66.33M,-,B-,B-,D+,B,D
CAG,"Conagra Brands, Inc.",Rating: Hold2.76,Rating: Buy3.66,Rating: Hold3.23,13.10B,5.10,B,F,B,C-,D+
MOGO,Mogo Inc.,Rating: Hold2.75,Rating: Not Covered,Rating: Buy4.33,34.97M,-,B-,B+,D-,D,C
FUJHY,Subaru Corporation,Rating: Hold2.75,Rating: Buy4.00,Rating: Hold3.00,11.82B,-,A+,D-,A,D,D
FCUUF,Fission Uranium Corp.,Rating: Hold2.75,Rating: Not Covered,Rating: Buy4.42,514.36M,-,C-,A-,D-,D,A
ARCH,"Arch Resources, Inc.",Rating: Hold2.75,Rating: Buy3.50,Rating: Buy4.00,3.14B,1.07,C,F,B-,B+,D
XYL,Xylem Inc.,Rating: Hold2.75,Rating: Hold3.00,Rating: Buy4.00,30.52B,1.15,D-,B+,B+,D+,C
AMRC,"Ameresco, Inc.",Rating: Hold2.75,Rating: Hold3.00,Rating: Buy4.14,1.50B,-,B,A-,D-,D+,C+
NOA,North American Construction Group Ltd.,Rating: Hold2.75,Rating: Not Covered,Rating: Buy4.37,523.36M,1.57,C+,B-,D+,C,B
TTDKY,TDK Corporation,Rating: Hold2.75,Rating: Buy4.00,Rating: Strong Buy5.00,23.50B,-,A-,A-,A-,C+,F
MIGI,Mawson Infrastructure Group Inc.,Rating: Hold2.75,Rating: Not Covered,Rating: Hold3.00,38.91M,-,A,C+,D-,B+,D-
EWCZ,"European Wax Center, Inc.",Rating: Hold2.75,Rating: Not Covered,Rating: Buy3.77,337.67M,-,B,D-,A-,F,B+
XBIO,"Xenetic Biosciences, Inc.",Rating: Hold2.75,Rating: Not Covered,Rating: Hold3.00,6.48M,-,A-,D-,D,B,C-
GTE,Gran Tierra Energy Inc.,Rating: Hold2.75,Rating: Buy4.33,Rating: Buy3.80,245.49M,-,A+,C+,C+,D+,F
NBR,Nabors Industries Ltd.,Rating: Hold2.75,Rating: Buy4.00,Rating: Hold3.00,700.34M,-,A,C+,D+,C-,D-
FUN,Six Flags Entertainment Corporation,Rating: Hold2.75,Rating: Not Covered,Rating: Buy4.45,4.65B,-,C,D-,A-,B-,D
CLSD,"Clearside Biomedical, Inc.",Rating: Hold2.75,Rating: Not Covered,Rating: Strong Buy4.57,81.15M,-,D+,C,F,B-,B
IQV,IQVIA Holdings Inc.,Rating: Hold2.75,Rating: Not Covered,Rating: Buy4.40,36.56B,-,D-,D+,A+,C,D+
HRL,Hormel Foods Corporation,Rating: Hold2.75,Rating: Hold3.00,Rating: Hold3.00,17.50B,3.54,C-,D,B-,C,C-
FBIN,"Fortune Brands Innovations, Inc.",Rating: Hold2.75,Rating: Buy4.00,Rating: Hold3.47,9.69B,1.23,D+,D-,B-,C,C-
HLIO,"Helios Technologies, Inc.",Rating: Hold2.75,Rating: Not Covered,Rating: Buy4.40,1.73B,0.69,D-,D-,C+,B,C-
HCC,"Warrior Met Coal, Inc.",Rating: Hold2.75,Rating: Buy3.50,Rating: Buy4.00,3.68B,0.46,C+,F,B-,B,F
TNDM,"Tandem Diabetes Care, Inc.",Rating: Hold2.75,Rating: Hold3.00,Rating: Buy4.09,2.05B,-,D-,D+,B,C,B-
ARW,"Arrow Electronics, Inc.",Rating: Hold2.75,Rating: Buy4.00,Rating: Hold2.85,6.28B,-,A,F,C+,C-,D
LZAGY,Lonza Group AG,Rating: Hold2.75,Rating: Not Covered,Rating: Strong Buy5.00,42.33B,0.71,F,A,A,B,D+
ABUS,Arbutus Biopharma Corporation,Rating: Hold2.75,Rating: Not Covered,Rating: Buy4.20,657.54M,-,C-,C+,C+,B+,C-
WERN,"Werner Enterprises, Inc.",Rating: Hold2.75,Rating: Not Covered,Rating: Hold2.75,2.50B,1.38,D+,F,C-,C+,D
SWTX,"SpringWorks Therapeutics, Inc.",Rating: Hold2.75,Rating: Hold3.00,Rating: Strong Buy4.55,3.10B,-,C-,C,D,B,C+
LXU,"LSB Industries, Inc.",Rating: Hold2.75,Rating: Not Covered,Rating: Buy4.00,620.24M,-,C+,D,C-,C+,C
DKL,"Delek Logistics Partners, LP Common Units",Rating: Hold2.75,Rating: Buy4.00,Rating: Buy4.00,2.06B,10.78,B+,C,C-,C+,C-
LODE,Comstock Inc.,Rating: Hold2.75,Rating: Strong Buy5.00,Rating: Strong Buy5.00,75.15M,-,D,B,D-,A-,D+
BEAM,Beam Therapeutics Inc.,Rating: Hold2.74,Rating: Buy3.50,Rating: Buy3.94,2.16B,-,C+,C+,B,C+,C
AIR,AAR Corp.,Rating: Hold2.74,Rating: Buy4.00,Rating: Strong Buy4.80,2.43B,-,C-,A,D+,C,C-
HSON,"Hudson Global, Inc.",Rating: Hold2.74,Rating: Not Covered,Rating: Not Covered,40.35M,-,A,A+,D,D+,F
RIVN,"Rivian Automotive, Inc.",Rating: Hold2.74,Rating: Hold3.14,Rating: Buy3.77,12.47B,-,B-,B-,F,C,C-
MHGU,Meritage Hospitality Group Inc.,Rating: Hold2.74,Rating: Not Covered,Rating: Strong Buy5.00,101.07M,-,C-,B+,D,D+,C+
ENS,EnerSys,Rating: Hold2.74,Rating: Not Covered,Rating: Hold3.33,3.83B,0.95,B,B,C,C-,C
KMDA,Kamada Ltd.,Rating: Hold2.74,Rating: Not Covered,Rating: Strong Buy4.50,333.00M,-,C+,B,A-,B,F
CBZ,"CBIZ, Inc.",Rating: Hold2.74,Rating: Not Covered,Rating: Strong Buy4.66,4.12B,-,D,B-,C,B-,C-
CDIO,"Cardio Diagnostics Holdings, Inc.",Rating: Hold2.74,Rating: Not Covered,Rating: Strong Buy5.00,12.18M,-,C-,A+,C,D-,A-
GSK,GSK plc,Rating: Hold2.74,Rating: Strong Buy5.00,Rating: Buy3.57,69.53B,4.58,A,F,A+,C-,F
DOW,Dow Inc.,Rating: Hold2.74,Rating: Hold3.33,Rating: Hold3.33,31.36B,6.27,B-,D-,A-,D,D
AG,First Majestic Silver Corp.,Rating: Hold2.74,Rating: Buy4.00,Rating: Hold3.40,1.85B,0.29,F,A-,D-,B-,C+
GPCR,Structure Therapeutics Inc.,Rating: Hold2.74,Rating: Strong Buy5.00,Rating: Strong Buy4.54,1.93B,-,B-,A+,B-,C,C+
HSY,The Hershey Company,Rating: Hold2.74,Rating: Buy3.66,Rating: Hold2.96,35.23B,3.15,C,D-,A-,C-,D-
LANC,Lancaster Colony Corporation,Rating: Hold2.74,Rating: Hold3.00,Rating: Hold3.28,5.13B,1.93,D,B,C+,B-,C-
SBC,SBC Medical Group Holdings Incorporated,Rating: Hold2.74,Rating: Not Covered,Rating: Not Covered,747.00M,-,A+,A+,A,D,Rating: Not Covered
DHLGY,Deutsche Post AG,Rating: Hold2.74,Rating: Strong Buy4.50,Rating: Strong Buy5.00,42.08B,5.47,A,F,A+,D,D+
RPTX,Repare Therapeutics Inc.,Rating: Hold2.74,Rating: Buy4.00,Rating: Buy4.42,141.14M,-,A,D,D+,C,B
