symbol,exchange,country,market_cap,headquarters_city,headquarters_state,sector,industry
KFY,NYSE,US,4.095581372543705,Los Angeles,California,Commercial Services,Personnel Services
NARI,NASDAQ,US,4.094138711142052,Irvine,California,Health Technology,Medical Specialties
CNS,NYSE,US,4.085294476401633,New York,New York,Finance,Investment Managers
QRTEP,NASDAQ,US,4.084269642307442,Englewood,Colorado,Retail Trade,Internet Retail
PRFT,NASDAQ,US,4.077553566,St. Louis,Missouri,Commercial Services,Personnel Services
SPB,NYSE,US,4.071876033637009,Middleton,Wisconsin,Consumer Durables,Electronics/Appliances
MARA,NASDAQ,US,4.0710500887960945,Las Vegas,Nevada,Technology Services,Data Processing Services
AUY,NYSE,CA,4.057572047646192,Toronto,Ontario,Non-Energy Minerals,Precious Metals
MMSI,NASDAQ,US,4.054291480685933,South Jordan,Utah,Health Technology,Medical Specialties
BNL,NYSE,US,4.051762311508724,Rochester,New York,Finance,Real Estate Investment Trusts
BKH,NYSE,US,4.041155898,Rapid City,South Dakota,Utilities,Electric Utilities
LXP,NYSE,US,4.039465281605887,New York,New York,Finance,Real Estate Investment Trusts
PPBI,NASDAQ,US,4.036802246000015,Irvine,California,Finance,Regional Banks
CARG,NASDAQ,US,4.036239203490377,Cambridge,Massachusetts,Technology Services,Internet Software/Services
ATKR,NYSE,US,4.033526247258729,Harvey,Illinois,Producer Manufacturing,Electrical Products
LPSN,NASDAQ,US,4.030348315785151,New York,New York,Technology Services,Internet Software/Services
OLO,NYSE,US,4.0293623506666805,New York,New York,Technology Services,Packaged Software
SFBS,NASDAQ,US,4.024981420880386,Birmingham,Alabama,Finance,Regional Banks
VEON,NASDAQ,NL,4.0229904187,Amsterdam,Noord-Holland,Communications,Wireless Telecommunications
CWST,NASDAQ,US,4.021493638460125,Rutland,Vermont,Industrial Services,Environmental Services
NVRO,NYSE,US,4.019322737556993,Redwood City,California,Health Technology,Medical Specialties
SNDR,NYSE,US,4.018538004,Green Bay,Wisconsin,Transportation,Trucking
CNMD,NYSE,US,3.996775445,Largo,Florida,Health Technology,Medical Specialties
ENSG,NASDAQ,US,3.991448946419475,San Juan Capistrano,California,Health Services,Medical/Nursing Services
SITM,NASDAQ,US,3.990569088,Santa Clara,California,Electronic Technology,Semiconductors
VNE,NYSE,SE,3.988664676338964,Stockholm,Stockholm,Producer Manufacturing,Auto Parts: OEM
UNF,NYSE,US,3.985531170751114,Wilmington,Massachusetts,Consumer Services,Other Consumer Services
PFSI,NYSE,US,3.978399949401157,Westlake Village,California,Finance,Finance/Rental/Leasing
OLLI,NASDAQ,US,3.971936893997412,Harrisburg,Pennsylvania,Retail Trade,Department Stores
DOC,NYSE,US,3.96548544,Milwaukee,Wisconsin,Finance,Real Estate Investment Trusts
BRP,NASDAQ,US,3.959273154308423,Tampa,Florida,Finance,Multi-Line Insurance
SUN,NYSE,US,3.958591842867857,Dallas,Texas,Distribution Services,Wholesale Distributors
EPR,NYSE,US,3.94963536,Kansas City,Missouri,Finance,Real Estate Investment Trusts
AMEH,NASDAQ,US,3.949069536,Alhambra,California,Health Services,Services to the Health Industry
WD,NYSE,US,3.947499257815216,Bethesda,Maryland,Finance,Finance/Rental/Leasing
LMND,NYSE,US,3.947028428,New York,New York,Finance,Property/Casualty Insurance
PSTH,NYSE,US,3.9360017243713807,New York,New York,Finance,Financial Conglomerates
WNS,NYSE,IN,3.9315039457,Mumbai,Maharashtra,Commercial Services,Miscellaneous Commercial Services
MEOH,NASDAQ,CA,3.925541043,Vancouver,British Columbia,Process Industries,Chemicals: Specialty
SONO,NASDAQ,US,3.919032800757873,Santa Barbara,California,Electronic Technology,Electronic Production Equipment
NEU,NYSE,US,3.9164232200369637,Richmond,Virginia,Process Industries,Chemicals: Specialty
STEP,NASDAQ,US,3.915914548408501,New York,New York,Finance,Investment Managers
ONEM,NASDAQ,US,3.914609204573625,San Francisco,California,Health Services,Medical/Nursing Services
VG,NASDAQ,US,3.91130815,Holmdel,New Jersey,Communications,Specialty Telecommunications
AY,NASDAQ,GB,3.910195740091128,Brentford,Greater London,Utilities,Alternative Power Generation
ALRM,NASDAQ,US,3.90441072,Tysons,Virginia,Technology Services,Information Technology Services
HOMB,NASDAQ,US,3.900288625202612,Conway,Arkansas,Finance,Regional Banks
MATX,NYSE,US,3.892703243,Honolulu,Hawaii,Transportation,Marine Shipping
ETWO,NYSE,US,3.8914347591372542,Austin,Texas,Technology Services,Packaged Software
BRFS,NYSE,BR,3.88917653085,São Paulo,Sao Paulo,Consumer Non-Durables,Food: Meat/Fish/Dairy
ADGI,NASDAQ,US,3.8882574,Waltham,Massachusetts,Commercial Services,Miscellaneous Commercial Services
BKU,NYSE,US,3.886411083,Miami Lakes,Florida,Finance,Regional Banks
CMC,NYSE,US,3.884093925283588,Irving,Texas,Non-Energy Minerals,Steel
EBC,NASDAQ,US,3.8808342182022972,Boston,Massachusetts,Finance,Regional Banks
LOPE,NASDAQ,US,3.874685026337076,Phoenix,Arizona,Commercial Services,Miscellaneous Commercial Services
BOX,NYSE,US,3.86596397,Redwood City,California,Technology Services,Information Technology Services
ISBC,NASDAQ,US,3.8640306822350676,Short Hills,New Jersey,Finance,Savings Banks
MAC,NYSE,US,3.85268526473195,Santa Monica,California,Finance,Real Estate Investment Trusts
RYAN,NYSE,US,3.84883808,Chicago,Illinois,Finance,Insurance Brokers/Services
DIOD,NASDAQ,US,3.843929615,Plano,Texas,Electronic Technology,Semiconductors
LESL,NASDAQ,US,3.8430045,Phoenix,Arizona,Retail Trade,Specialty Stores
BIGZ,NYSE,US,3.8412,Wilmington,Delaware,Miscellaneous,Investment Trusts/Mutual Funds
CSOD,NASDAQ,US,3.839643454,Santa Monica,California,Technology Services,Packaged Software
ORA,NYSE,US,3.838622173117323,Reno,Nevada,Utilities,Alternative Power Generation
CBU,NYSE,US,3.831959367,DeWitt,New York,Finance,Regional Banks
BRDG,NYSE,US,3.831443123649012,Salt Lake City,Utah,Finance,Real Estate Investment Trusts
SGFY,NYSE,US,3.82971059750745,Norwalk,Connecticut,Technology Services,Internet Software/Services
SIX,NYSE,US,3.805883151988962,Arlington,Texas,Consumer Services,Movies/Entertainment
TROX,NYSE,US,3.802689,Stamford,Connecticut,Process Industries,Chemicals: Specialty
ARNA,NASDAQ,US,3.7969964927442197,San Diego,California,Health Technology,Biotechnology
SXT,NYSE,US,3.783619302,Milwaukee,Wisconsin,Distribution Services,Wholesale Distributors
GWH,NYSE,US,3.780524421190019,Wilsonville,Oregon,Producer Manufacturing,Electrical Products
OUT,NYSE,US,3.77392608,New York,New York,Finance,Real Estate Investment Trusts
MGNI,NASDAQ,US,3.76165366,Los Angeles,California,Commercial Services,Advertising/Marketing Services
FNB,NYSE,US,3.75690116,Pittsburgh,Pennsylvania,Finance,Regional Banks
FELE,NASDAQ,US,3.7536033,Fort Wayne,Indiana,Producer Manufacturing,Industrial Machinery
SABR,NASDAQ,US,3.752504443972129,Southlake,Texas,Technology Services,Packaged Software
COKE,NASDAQ,US,3.7511714484,Charlotte,North Carolina,Consumer Non-Durables,Beverages: Non-Alcoholic
SWX,NYSE,US,3.748294450948269,Las Vegas,Nevada,Utilities,Gas Distributors
SUM,NYSE,US,3.736558420898198,Denver,Colorado,Non-Energy Minerals,Construction Materials
MTH,NYSE,US,3.736454825,Scottsdale,Arizona,Consumer Durables,Homebuilding
FRHC,NASDAQ,KZ,3.7302538357007533,Almaty,Almaty City,Finance,Investment Banks/Brokers
TKC,NYSE,TR,3.730064163279623,Maltepe,Istanbul,Communications,Wireless Telecommunications
KNBE,NASDAQ,US,3.7288124321933322,Clearwater,Florida,Technology Services,Information Technology Services
AMRS,NASDAQ,US,3.71563325,Emeryville,California,Process Industries,Chemicals: Specialty
KNSL,NASDAQ,US,3.712067512,Richmond,Virginia,Finance,Multi-Line Insurance
ASO,NASDAQ,US,3.710873240287239,Katy,Texas,Retail Trade,Specialty Stores
EDU,NYSE,CN,3.7027152,Beijing,Beijing,Consumer Services,Other Consumer Services
SABRP,NASDAQ,US,3.702437192011526,Southlake,Texas,Technology Services,Packaged Software
AGO,NYSE,BM,3.702139331,Hamilton,Hamilton,Finance,Specialty Insurance
FN,NYSE,KY,3.698032,George Town,George Town,Electronic Technology,Semiconductors
SANA,NASDAQ,US,3.69769488,Seattle,Washington,Health Technology,Biotechnology
ENBL,NYSE,US,3.69624544,Oklahoma City,Oklahoma,Industrial Services,Oil & Gas Pipelines
ABCB,NASDAQ,US,3.685061248,Atlanta,Georgia,Finance,Regional Banks
XRX,NASDAQ,US,3.68216618,Norwalk,Connecticut,Electronic Technology,Computer Peripherals
VZIO,NYSE,US,3.67915581913,Irvine,California,Technology Services,Internet Software/Services
SFIX,NASDAQ,US,3.6751407339135653,San Francisco,California,Retail Trade,Apparel/Footwear Retail
OGS,NYSE,US,3.66747984,Tulsa,Oklahoma,Utilities,Gas Distributors
APLE,NYSE,US,3.66715646,Richmond,Virginia,Finance,Real Estate Investment Trusts
FHB,NASDAQ,US,3.665971014502809,Honolulu,Hawaii,Finance,Regional Banks
BBU,NYSE,BM,3.662679073927269,Hamilton,Hamilton,Commercial Services,Miscellaneous Commercial Services
AIT,NYSE,US,3.659797854,Cleveland,Ohio,Distribution Services,Wholesale Distributors
RETA,NASDAQ,US,3.659622034914278,Plano,Texas,Health Technology,Pharmaceuticals: Major
FUBO,NYSE,US,3.65642527,New York,New York,Technology Services,Internet Software/Services
APAM,NYSE,US,3.652530981957593,Milwaukee,Wisconsin,Finance,Investment Managers
DBRG,NYSE,US,3.652142579073246,Boca Raton,Florida,Finance,Real Estate Investment Trusts
TIGO,NASDAQ,LU,3.639743296674662,Luxembourg,Luxembourg,Communications,Wireless Telecommunications
NJR,NYSE,US,3.638451047,Wall,New Jersey,Utilities,Gas Distributors
SDGR,NASDAQ,US,3.63382611141,New York,New York,Technology Services,Packaged Software
CPA,NYSE,PA,3.6323841375,Panama City,Panama,Transportation,Airlines
ALSN,NYSE,US,3.6316282351657856,Indianapolis,Indiana,Producer Manufacturing,Trucks/Construction/Farm Machinery
AVT,NASDAQ,US,3.629892719505158,Phoenix,Arizona,Distribution Services,Electronics Distributors
ULCC,NASDAQ,US,3.62812748,Denver,Colorado,Transportation,Airlines
CIM,NYSE,US,3.62664372,New York,New York,Finance,Real Estate Investment Trusts
FTDR,NASDAQ,US,3.626244859,Memphis,Tennessee,Consumer Durables,Homebuilding
IBRX,NASDAQ,US,3.61820225,Culver City,California,Health Technology,Pharmaceuticals: Major
BE,NYSE,US,3.6123335874899998,San Jose,California,Producer Manufacturing,Electrical Products
PCH,NASDAQ,US,3.611060898991591,Spokane,Washington,Finance,Real Estate Investment Trusts
VNOM,NASDAQ,US,3.607111784485744,Midland,Texas,Energy Minerals,Integrated Oil
VIAV,NASDAQ,US,3.602203519328517,Scottsdale,Arizona,Technology Services,Information Technology Services
CALX,NYSE,US,3.600869502,San Jose,California,Electronic Technology,Telecommunications Equipment
TRTN,NYSE,BM,3.594100688,Hamilton,Hamilton,Finance,Finance/Rental/Leasing
YPF,NYSE,AR,3.5850758184339626,Buenos Aires,Buenos Aires,Energy Minerals,Integrated Oil
PSN,NYSE,US,3.58452991,Centreville,Virginia,Technology Services,Information Technology Services
ATCO,NYSE,CA,3.578764832744286,Vancouver,British Columbia,Finance,Investment Managers
COOP,NASDAQ,US,3.5751669,Coppell,Texas,Finance,Finance/Rental/Leasing
SM,NYSE,US,3.57359508,Denver,Colorado,Energy Minerals,Oil & Gas Production
MSP,NYSE,US,3.57333954,Norwalk,Connecticut,Technology Services,Packaged Software
KBH,NYSE,US,3.573309418,Los Angeles,California,Consumer Durables,Homebuilding
MXL,NYSE,US,3.5718921922490576,Carlsbad,California,Electronic Technology,Semiconductors
ZNTL,NASDAQ,US,3.562332994000226,New York,New York,Health Technology,Biotechnology
DAN,NYSE,US,3.5581105,Maumee,Ohio,Producer Manufacturing,Auto Parts: OEM
BIGC,NASDAQ,US,3.555505,Austin,Texas,Technology Services,Packaged Software
RCII,NASDAQ,US,3.545731695,Plano,Texas,Finance,Finance/Rental/Leasing
BLKB,NASDAQ,US,3.541092689760309,Charleston,South Carolina,Technology Services,Packaged Software
IHRT,NASDAQ,US,3.536794377696869,San Antonio,Texas,Consumer Services,Broadcasting
DEN,NYSE,US,3.5267418,Plano,Texas,Energy Minerals,Integrated Oil
AIMC,NASDAQ,US,3.523960734,Braintree,Massachusetts,Producer Manufacturing,Industrial Machinery
AAON,NASDAQ,US,3.516814452109073,Tulsa,Oklahoma,Producer Manufacturing,Industrial Machinery
CWH,NYSE,US,3.5141635739868806,Lincolnshire,Illinois,Retail Trade,Specialty Stores
ACIW,NASDAQ,US,3.513959061574191,Naples,Florida,Technology Services,Packaged Software
SITC,NYSE,US,3.513820232335544,Beachwood,Ohio,Finance,Real Estate Investment Trusts
MNTV,NASDAQ,US,3.5049100208768156,San Mateo,California,Technology Services,Information Technology Services
AJRD,NYSE,US,3.504003976,El Segundo,California,Electronic Technology,Aerospace & Defense
CCOI,NASDAQ,US,3.5019939600952448,Washington,District of Columbia,Communications,Specialty Telecommunications
LCII,NYSE,US,3.495348751756999,Elkhart,Indiana,Producer Manufacturing,Miscellaneous Manufacturing
GENI,NYSE,GB,3.4944179504645154,London,Greater London,Technology Services,Data Processing Services
CCMP,NASDAQ,US,3.49353792,Aurora,Illinois,Electronic Technology,Semiconductors
ALGT,NASDAQ,US,3.4934967470950617,Las Vegas,Nevada,Transportation,Airlines
FCFS,NASDAQ,US,3.48615336,Fort Worth,Texas,Retail Trade,Specialty Stores
ONTO,NYSE,US,3.480277392,Wilmington,Massachusetts,Electronic Technology,Electronic Production Equipment
ERJ,NYSE,BR,3.480219708999999,São Paulo,Sao Paulo,Electronic Technology,Aerospace & Defense
GOLF,NYSE,US,3.475785071,Fairhaven,Massachusetts,Consumer Durables,Recreational Products
RAMP,NYSE,US,3.468786754,San Francisco,California,Technology Services,Data Processing Services
KRTX,NASDAQ,US,3.464588267566378,Boston,Massachusetts,Health Technology,Pharmaceuticals: Major
CDNA,NASDAQ,US,3.45760704,South San Francisco,California,Health Technology,Medical Specialties
HAE,NYSE,US,3.45586884,Boston,Massachusetts,Health Technology,Medical Specialties
FTI,NYSE,GB,3.452365505736374,Newcastle-upon-Tyne,Greater London,Industrial Services,Oilfield Services/Equipment
ROG,NYSE,US,3.442978112583395,Chandler,Arizona,Process Industries,Chemicals: Specialty
EVCM,NASDAQ,US,3.43988457,Denver,Colorado,Technology Services,Packaged Software
SKIN,NASDAQ,US,3.4342090857022027,Long Beach,California,Health Technology,Medical Specialties
CLOV,NASDAQ,US,3.4312379430999997,Franklin,Tennessee,Finance,Life/Health Insurance
LGIH,NASDAQ,US,3.4306948,The Woodlands,Texas,Consumer Durables,Homebuilding
TRUP,NASDAQ,US,3.4296314,Seattle,Washington,Commercial Services,Miscellaneous Commercial Services
SKY,NYSE,US,3.425310124012941,Troy,Michigan,Consumer Durables,Homebuilding
SHOO,NASDAQ,US,3.4245335786513817,Long Island City,New York,Consumer Non-Durables,Apparel/Footwear
LTH,NYSE,US,3.4215078765999998,Chanhassen,Minnesota,Consumer Services,Other Consumer Services
MDC,NYSE,US,3.410254287,Denver,Colorado,Consumer Durables,Homebuilding
PD,NYSE,US,3.409946425,San Francisco,California,Technology Services,Packaged Software
EPRT,NYSE,US,3.409851969502838,Princeton,New Jersey,Finance,Real Estate Investment Trusts
BECN,NASDAQ,US,3.403687560024926,Herndon,Virginia,Distribution Services,Wholesale Distributors
TDCX,NYSE,SG,3.4000429837351533,Singapore,Central Singapore,Technology Services,Information Technology Services
GPI,NYSE,US,3.395400426,Houston,Texas,Retail Trade,Specialty Stores
SMPL,NASDAQ,US,3.393485913289751,Denver,Colorado,Consumer Non-Durables,Food: Major Diversified
IAS,NASDAQ,US,3.39226456,New York,New York,Technology Services,Packaged Software
REZI,NYSE,US,3.38974233,Austin,Texas,Distribution Services,Electronics Distributors
SKLZ,NYSE,US,3.382818953739129,San Francisco,California,Technology Services,Data Processing Services
ARNC,NYSE,US,3.3797512719404494,Pittsburgh,Pennsylvania,Non-Energy Minerals,Aluminum
WTM,NYSE,US,3.3794383786999997,Hanover,New Hampshire,Finance,Multi-Line Insurance
INSM,NASDAQ,US,3.37904204,Bridgewater,New Jersey,Health Technology,Biotechnology
NAVI,NASDAQ,US,3.366874501851027,Wilmington,Delaware,Finance,Finance/Rental/Leasing
FUL,NYSE,US,3.364238196,St. Paul,Minnesota,Process Industries,Industrial Specialties
WBT,NYSE,US,3.36295548,New Port Richey,Florida,Producer Manufacturing,Industrial Machinery
INST,NYSE,US,3.358625192427485,Salt Lake City,Utah,Technology Services,Packaged Software
ASB,NYSE,US,3.3545734459840606,Green Bay,Wisconsin,Finance,Regional Banks
CVLT,NASDAQ,US,3.35041784,Tinton Falls,New Jersey,Technology Services,Packaged Software
CRC,NYSE,US,3.349690345,Santa Clarita,California,Energy Minerals,Oil & Gas Production
SSRM,NASDAQ,CA,3.345391335726478,Vancouver,British Columbia,Non-Energy Minerals,Precious Metals
HP,NYSE,US,3.344869,Tulsa,Oklahoma,Industrial Services,Contract Drilling
ACT,NASDAQ,US,3.338220125305614,Raleigh,North Carolina,Finance,Multi-Line Insurance
HI,NYSE,US,3.33785488,Batesville,Indiana,Producer Manufacturing,Industrial Conglomerates
EVTC,NYSE,PR,3.334365467,San Juan,,Technology Services,Data Processing Services
DDD,NYSE,US,3.33378232,Rock Hill,South Carolina,Producer Manufacturing,Industrial Machinery
CRNC,NASDAQ,US,3.328989335,Burlington,Massachusetts,Technology Services,Packaged Software
TMHC,NYSE,US,3.323919713255419,Scottsdale,Arizona,Consumer Durables,Homebuilding
GLPG,NASDAQ,BE,3.319443172721178,Mechelen,Brussels Region,Health Technology,Biotechnology
CD,NASDAQ,CN,3.319165222025109,Beijing,Beijing,Technology Services,Data Processing Services
CNO,NYSE,US,3.317406971965988,Carmel,Indiana,Finance,Multi-Line Insurance
ITRI,NASDAQ,US,3.315324453,Liberty Lake,Washington,Electronic Technology,Electronic Equipment/Instruments
SR,NYSE,US,3.312435267562163,St. Louis,Missouri,Utilities,Gas Distributors
BOH,NYSE,US,3.309481319887761,Honolulu,Hawaii,Finance,Regional Banks
OSTK,NASDAQ,US,3.3085762260403317,Midvale,Utah,Retail Trade,Internet Retail
SBRA,NASDAQ,US,3.303528634048648,Irvine,California,Finance,Real Estate Investment Trusts
SFNC,NASDAQ,US,3.301584333847307,Pine Bluff,Arkansas,Finance,Major Banks
AWR,NYSE,US,3.290426374463077,San Dimas,California,Utilities,Water Utilities
GATX,NYSE,US,3.283395,Chicago,Illinois,Transportation,Railroads
VTEX,NYSE,GB,3.279372963150897,London,Greater London,Technology Services,Information Technology Services
AEIS,NASDAQ,US,3.279365126,Denver,Colorado,Electronic Technology,Electronic Production Equipment
KEX,NYSE,US,3.268727621483936,Houston,Texas,Transportation,Marine Shipping
MANT,NASDAQ,US,3.265510044180722,Herndon,Virginia,Technology Services,Packaged Software
ATRC,NASDAQ,US,3.2627009921966748,Mason,Ohio,Health Technology,Medical Specialties
EQC,NYSE,US,3.261904427485888,Chicago,Illinois,Finance,Real Estate Investment Trusts
ENS,NYSE,US,3.248354887,Reading,Pennsylvania,Producer Manufacturing,Electrical Products
NKTR,NASDAQ,US,3.2459331742171877,San Francisco,California,Health Technology,Pharmaceuticals: Major
CBRL,NASDAQ,US,3.240880296,Lebanon,Tennessee,Consumer Services,Restaurants
LAUR,NASDAQ,US,3.22986652753468,Baltimore,Maryland,Commercial Services,Miscellaneous Commercial Services
IBP,NYSE,US,3.22557204,Columbus,Ohio,Distribution Services,Wholesale Distributors
NNI,NYSE,US,3.221237911187799,Lincoln,Nebraska,Finance,Finance/Rental/Leasing
CATY,NASDAQ,US,3.221090691828296,Los Angeles,California,Finance,Regional Banks
MMYT,NASDAQ,IN,3.20901945704,Gurgaon,Haryana,Consumer Services,Other Consumer Services
MPLN,NYSE,US,3.206963357338876,New York,New York,Technology Services,Data Processing Services
SGRY,NASDAQ,US,3.206767968,Brentwood,Tennessee,Health Services,Hospital/Nursing Management
NSIT,NASDAQ,US,3.200810973197759,Tempe,Arizona,Technology Services,Information Technology Services
WHD,NYSE,US,3.196952341183252,Houston,Texas,Industrial Services,Oilfield Services/Equipment
QFIN,NASDAQ,CN,3.196764572089767,Shanghai,Shanghai,Finance,Finance/Rental/Leasing
OFC,NYSE,US,3.192333590240346,Columbia,Maryland,Finance,Real Estate Investment Trusts
AX,NYSE,US,3.188568535742438,Las Vegas,Nevada,Finance,Savings Banks
FA,NASDAQ,US,3.187052763850008,Atlanta,Georgia,Commercial Services,Miscellaneous Commercial Services
ALHC,NASDAQ,US,3.18553074,Orange,California,Health Services,Managed Health Care
AVIR,NASDAQ,US,3.177806772462422,Boston,Massachusetts,Health Technology,Pharmaceuticals: Major
BXS,NYSE,US,3.17117580517781,Tupelo,Mississippi,Finance,Regional Banks
ALE,NYSE,US,3.169538694266613,Duluth,Minnesota,Utilities,Electric Utilities
RXT,NASDAQ,US,3.1663039,San Antonio,Texas,Technology Services,Data Processing Services
SHAK,NYSE,US,3.165665177912476,New York,New York,Consumer Services,Restaurants
FOLD,NASDAQ,US,3.1646800289837143,Philadelphia,Pennsylvania,Health Technology,Biotechnology
PSEC,NASDAQ,US,3.16359438,New York,New York,Finance,Investment Managers
PDCO,NASDAQ,US,3.1619917879632338,St. Paul,Minnesota,Distribution Services,Medical Distributors
PBC,NYSE,US,3.159532260521247,New York,New York,Finance,Investment Managers
WDFC,NASDAQ,US,3.154438936,San Diego,California,Process Industries,Industrial Specialties
KW,NYSE,US,3.150281371070058,Beverly Hills,California,Finance,Real Estate Development
LYEL,NASDAQ,US,3.148086505692626,South San Francisco,California,Health Technology,Biotechnology
FROG,NASDAQ,US,3.138397875,Sunnyvale,California,Technology Services,Packaged Software
DORM,NASDAQ,US,3.134549464,Colmar,Pennsylvania,Consumer Durables,Automotive Aftermarket
IBTX,NASDAQ,US,3.131005772525545,McKinney,Texas,Finance,Regional Banks
MCY,NYSE,US,3.130665032,Los Angeles,California,Finance,Property/Casualty Insurance
CYRX,NASDAQ,US,3.126308425,Brentwood,Tennessee,Transportation,Air Freight/Couriers
CWT,NYSE,US,3.121475030238472,San Jose,California,Utilities,Water Utilities
PHR,NYSE,US,3.10900318132382,Raleigh,North Carolina,Technology Services,Packaged Software
CCU,NYSE,CL,3.101586793143201,Santiago,Santiago (Metropolitana),Consumer Non-Durables,Beverages: Alcoholic
SWI,NYSE,US,3.098851361215678,Austin,Texas,Technology Services,Packaged Software
CPE,NYSE,US,3.094570386,Houston,Texas,Energy Minerals,Oil & Gas Production
AHCO,NASDAQ,US,3.0894996,Plymouth Meeting,Pennsylvania,Finance,Finance/Rental/Leasing
BCO,NYSE,US,3.0891085063371473,Richmond,Virginia,Commercial Services,Miscellaneous Commercial Services
BLND,NYSE,US,3.08146652167,San Francisco,California,Technology Services,Internet Software/Services
KLIC,NASDAQ,SG,3.079215351584387,Singapore,Central Singapore,Producer Manufacturing,Industrial Machinery
ENVX,NASDAQ,US,3.0792152,Fremont,California,Producer Manufacturing,Electrical Products
FHI,NYSE,US,3.079155029882584,Pittsburgh,Pennsylvania,Finance,Investment Managers
ITCI,NASDAQ,US,3.077152728,New York,New York,Health Technology,Biotechnology
LC,NYSE,US,3.07635744,San Francisco,California,Finance,Finance/Rental/Leasing
TSEM,NASDAQ,IL,3.075814978497938,Migdal Haemek,HaZafon,Electronic Technology,Semiconductors
API,NASDAQ,CN,3.072889331263793,Shanghai,Shanghai,Technology Services,Packaged Software
ENIC,NYSE,CL,3.07099704,Santiago,Santiago (Metropolitana),Utilities,Electric Utilities
ME,NASDAQ,US,3.0671657566875,Sunnyvale,California,Health Technology,Biotechnology
CYTK,NASDAQ,US,3.065751217,South San Francisco,California,Health Technology,Biotechnology
VCYT,NASDAQ,US,3.063014097,South San Francisco,California,Health Technology,Biotechnology
TCBIO,NASDAQ,US,3.059592693290188,Dallas,Texas,Finance,Regional Banks
BSTZ,NYSE,US,3.0580044,Wilmington,Delaware,Miscellaneous,Investment Trusts/Mutual Funds
TCBI,NASDAQ,US,3.05610712,Dallas,Texas,Finance,Regional Banks
ABM,NYSE,US,3.046695966716533,New York,New York,Commercial Services,Miscellaneous Commercial Services
PECO,NASDAQ,US,3.0415771211607088,Cincinnati,Ohio,Finance,Real Estate Investment Trusts
AMRC,NYSE,US,3.0344912921342813,Framingham,Massachusetts,Industrial Services,Engineering & Construction
CRVL,NASDAQ,US,3.032604288,Fort Worth,Texas,Finance,Insurance Brokers/Services
TCN,NYSE,CA,3.0320910698630144,Toronto,Ontario,Finance,Real Estate Development
BMEZ,NYSE,US,3.0319497,Wilmington,Delaware,Miscellaneous,Investment Trusts/Mutual Funds
TAL,NYSE,CN,3.030610446344969,Beijing,Beijing,Commercial Services,Miscellaneous Commercial Services
VRNT,NASDAQ,US,3.02857097,Melville,New York,Technology Services,Information Technology Services
ZIP,NYSE,US,3.028489410266942,Santa Monica,California,Technology Services,Internet Software/Services
FLOW,NYSE,US,3.009835998446445,Charlotte,North Carolina,Producer Manufacturing,Industrial Machinery
RXRX,NASDAQ,US,3.00912215038,Salt Lake City,Utah,Health Technology,Biotechnology
AGI,NYSE,CA,3.007645347317072,Toronto,Ontario,Non-Energy Minerals,Precious Metals
TRQ,NYSE,CA,2.9983419,MontrÃ©al,Québec,Non-Energy Minerals,Other Metals/Minerals
PEB,NYSE,US,2.995583730650473,Bethesda,Maryland,Finance,Real Estate Investment Trusts
UGP,NYSE,BR,2.9928681180973777,São Paulo,Sao Paulo,Energy Minerals,Oil Refining/Marketing
SEMR,NYSE,US,2.9877053660999997,Boston,Massachusetts,Technology Services,Packaged Software
NWE,NASDAQ,US,2.9828169243616562,Sioux Falls,South Dakota,Utilities,Electric Utilities
ACVA,NASDAQ,US,2.9789964692835897,Buffalo,New York,Retail Trade,Internet Retail
TAC,NYSE,CA,2.9785996030346142,Calgary,Alberta,Utilities,Electric Utilities
OLK,NASDAQ,SE,2.9751766127659502,Uppsala,Uppsala,Health Technology,Biotechnology
AG,NYSE,CA,2.9723034918110542,Vancouver,British Columbia,Non-Energy Minerals,Precious Metals
NGVT,NYSE,US,2.968384755,North Charleston,South Carolina,Process Industries,Chemicals: Major Diversified
GHC,NYSE,US,2.963516155671236,Arlington,Virginia,Consumer Services,Other Consumer Services
PRTA,NASDAQ,IE,2.956914526741364,Dun Laoghaire,Dublin,Health Technology,Biotechnology
RPAI,NYSE,US,2.95562048,Oak Brook,Illinois,Finance,Real Estate Investment Trusts
KMT,NYSE,US,2.946230204294377,Pittsburgh,Pennsylvania,Producer Manufacturing,Industrial Machinery
GGAL,NASDAQ,AR,2.9410735327594573,Buenos Aires,Buenos Aires,Finance,Regional Banks
NUVA,NASDAQ,US,2.940760416,San Diego,California,Health Technology,Medical Specialties
CBT,NYSE,US,2.938279245751279,Boston,Massachusetts,Process Industries,Industrial Specialties
AUBAP,NASDAQ,US,2.9360138378556053,Richmond,Virginia,Finance,Regional Banks
AXNX,NASDAQ,US,2.932309762934147,Irvine,California,Health Technology,Medical Specialties
BMI,NYSE,US,2.931352908,Milwaukee,Wisconsin,Producer Manufacturing,Industrial Machinery
WISH,NASDAQ,US,2.9311600908617894,San Francisco,California,Retail Trade,Internet Retail
URBN,NASDAQ,US,2.929276942,Philadelphia,Pennsylvania,Retail Trade,Apparel/Footwear Retail
LILA,NASDAQ,US,2.9281489949056,Denver,Colorado,Consumer Services,Cable/Satellite TV
APLS,NASDAQ,US,2.926791012,Waltham,Massachusetts,Health Technology,Pharmaceuticals: Major
OSCR,NYSE,US,2.92401904256,New York,New York,Health Services,Managed Health Care
